,ENSG00000230107,ENSG00000243811,ENSG00000100336,ENSG00000131100,ENSG00000100290,ENSG00000133466,ENSG00000188511,ENSG00000100147,ENSG00000093010,ENSG00000244752,ENSG00000100368,ENSG00000100243,ENSG00000100197,ENSG00000167065,ENSG00000100376,ENSG00000100116,ENSG00000069998,ENSG00000167077,ENSG00000243156,ENSG00000198951,ENSG00000184983,ENSG00000184117,ENSG00000226328,ENSG00000100266,ENSG00000130943,ENSG00000100417,ENSG00000128408,ENSG00000189306,ENSG00000198832,ENSG00000099956,ENSG00000077935,ENSG00000183172,ENSG00000099940,ENSG00000100321,ENSG00000167074,ENSG00000159958,ENSG00000170638,ENSG00000100300,ENSG00000075234,ENSG00000100304,ENSG00000183066,ENSG00000128245
NA12872,0.34870425,17.259933,0.14231952,35.249287,2.067547,1.7524918,4.1448264,4.568979,36.603004,0.13454442,9.832207,46.306778,0.1594718,1.8275073,8.86908,7.3690386,27.87252,20.834911,1.9797287,10.500738,36.87271,42.13625,2.9931974,22.673574,0.07223421,13.563941,0.63502413,26.73283,3.55327,65.23176,0.07909238,17.701584,16.448576,6.644897,1.3776734,21.719599,28.06389,30.612778,10.872689,34.08013,0.5782313,63.904495
NA12873,0.26491544,19.64083,0.38978586,37.190983,1.4132205,0.63701665,2.4280186,3.6492853,33.490665,0.30924574,7.935908,37.87263,0.1697695,1.954632,8.392548,4.285399,25.70154,12.754341,-0.87043434,12.083299,70.456924,33.65499,2.2427175,24.722082,0.024160897,11.564972,1.5189584,26.684584,2.995168,46.48441,0.14445843,38.11118,12.168094,9.798154,2.1237288,18.676012,26.124588,27.85562,7.5283923,28.581282,0.24782729,61.70872
NA12874,0.6860022,20.896126,0.3529425,41.808647,2.328076,1.1508256,2.183943,2.9401028,38.982952,0.30551732,7.443142,72.10272,0.27129734,2.1333995,6.192109,2.9271522,29.18481,15.233823,2.0711389,12.081874,73.34892,34.69629,2.802732,24.337782,0.08537894,15.6658745,-0.12202825,34.975628,3.198893,49.98947,-0.11470485,28.483068,15.163083,16.17337,1.6229831,30.043306,25.687317,22.613083,11.965857,32.14806,0.29640135,60.9461
NA12889,0.35429606,16.310255,0.6099704,36.974632,2.978782,0.5755733,6.4987693,4.0885496,30.619015,0.13028377,4.638556,57.30864,0.16630325,2.3704283,20.998627,4.3358064,26.214417,10.802364,2.4679427,9.70587,61.541595,42.28517,2.1128144,29.701822,0.0525345,10.476945,0.63849634,38.26118,3.6298811,45.9028,-0.030405113,19.35593,15.769519,2.6468363,2.3862908,23.527065,21.96369,24.92275,8.5508585,26.995739,0.045853645,54.728603
NA18487,0.83338153,18.908108,0.60887176,39.1312,5.248588,1.0270054,3.5298016,3.7699533,63.779087,0.89743906,6.0181746,45.62834,0.8881536,2.8268337,27.114,4.2808113,26.823317,10.76465,1.8945475,14.958692,91.36963,39.689774,3.313622,22.814577,0.04547469,13.160317,0.90561676,25.959192,2.503052,49.87655,0.16639633,16.174768,16.827011,2.5172148,2.066876,19.777958,23.175488,49.856934,9.361159,34.95142,0.6969463,66.7709
NA18498,0.7867587,20.696953,0.078869246,35.926807,1.1816895,1.261656,3.9239502,2.879978,40.79025,-0.3126368,3.3507187,54.47694,0.56609684,1.9986058,7.6028185,5.2385054,23.452381,10.431177,1.3715662,13.918948,89.280334,39.72785,2.90747,34.61775,0.05474805,16.49729,1.1340162,26.60894,2.9294329,55.440563,0.24378641,16.01315,16.6797,4.2250514,2.2538111,13.087437,23.703672,25.222408,8.560201,24.998158,0.4154081,58.01804
NA18505,0.29421052,17.902681,-0.035955984,45.57006,1.1832265,0.974628,3.5400865,4.336763,41.834446,0.6545294,3.194972,47.59743,0.34512103,1.7153444,9.485958,5.5347013,27.270712,10.003177,2.6450431,11.521688,74.846466,49.669456,3.4070284,28.277048,0.04620633,13.177607,0.747761,42.3308,3.1319737,51.312313,0.18667874,31.648314,13.926256,5.0075645,2.1454997,21.01705,27.074894,36.31569,11.6440525,34.397465,-0.14189672,68.054794
NA18511,0.5716042,18.104254,0.16962306,35.4332,0.42918622,0.4385535,2.683765,3.0424204,30.202845,0.8375113,4.9763956,39.611736,0.20664895,1.8168708,7.0300865,5.699117,25.462881,7.9134283,2.3662987,9.288314,86.81522,46.901398,2.5839198,18.969936,0.02671604,10.238444,1.3761122,49.037254,1.3563459,54.81918,0.121462464,17.623247,14.219175,3.238494,2.551386,16.457342,20.254465,35.146095,11.424531,21.957869,0.52591914,51.90042
NA18517,0.09132379,18.251772,0.14387108,35.941605,5.2287455,1.5371187,2.6724439,4.9845457,43.2553,1.8132353,12.410203,40.021187,0.123674005,2.018698,8.651201,4.161064,17.067245,10.275312,4.058421,9.409851,80.52668,46.37158,2.580552,15.9807825,0.06111024,13.056467,0.914022,42.758797,7.6146975,61.231716,0.22325079,58.829956,12.220326,0.6210328,1.1491998,17.308802,23.443283,45.39723,4.467355,23.17232,0.29330558,70.9936
NA18858,0.34280363,15.447187,0.5903053,36.071926,4.169335,1.5519211,2.7728992,4.2422547,35.519047,1.5734283,7.923622,44.996227,0.3393384,2.5140698,11.371218,4.827342,15.473868,15.454944,2.8413,11.630187,88.321,24.402935,2.4531615,23.549438,0.038432088,13.20346,0.26914534,36.59161,2.881022,69.333466,0.19226952,34.29904,12.1584635,3.4669275,1.9622562,22.266796,24.679298,39.48918,12.269416,21.348156,0.6935374,66.98678
NA18861,1.2302058,13.090709,-0.03359921,32.78551,0.44677433,0.60351783,2.921386,3.1965568,23.6481,0.37436327,4.5621185,40.220158,0.53245354,1.5329379,7.9095507,4.394366,28.354338,10.923679,1.9995525,13.579543,68.989975,35.24568,2.354158,11.6557255,0.05451933,13.354708,0.840095,16.765507,1.2369455,60.814617,0.14643396,29.899466,12.0883045,3.6418142,2.20388,46.826656,21.354506,46.191715,4.0838785,23.505323,0.7197172,55.3389
NA18868,0.7021503,16.368673,0.0250214,42.810413,5.7111244,1.9586186,3.9808533,2.292106,32.440937,-0.010701437,5.715651,54.472572,0.32663524,1.9048418,7.8520427,3.2884088,23.090473,12.023741,7.507345,11.19802,83.96394,26.31058,3.606115,31.743359,0.015700776,12.887327,0.1244884,29.042229,4.322271,48.583797,0.021022512,21.156618,15.080465,8.983999,1.8698083,24.144737,23.981615,45.41308,13.317574,24.836994,0.2067343,63.089138
NA18907,0.2845199,11.235933,0.086470574,28.341038,0.6405069,0.57161134,3.2913194,2.0685124,19.289984,0.32253224,4.632895,29.26196,0.30503237,1.3251201,5.1578445,4.3981237,27.229126,12.082371,1.2245793,9.246548,61.761894,25.129103,2.5764625,20.917255,0.014910899,9.431892,1.0465304,17.417587,2.8603132,56.016182,0.15239018,26.135765,12.204842,7.626063,1.3780918,12.857029,17.288185,21.830761,10.195292,20.557787,0.25454637,50.31008
NA18908,0.40694275,15.599464,0.19163986,36.414474,4.7045937,1.2102138,2.4997659,5.0676913,33.071213,0.8477737,4.1244516,47.641594,0.4538534,2.533658,7.8832426,5.4237456,20.3294,10.070283,1.7206507,10.5350895,81.890854,33.608086,2.7427793,16.487696,0.032379344,13.893018,0.6103229,50.694332,4.166163,65.02739,0.22271025,44.197487,15.258839,5.5229907,2.2109857,23.209578,18.247763,13.004034,11.84033,18.509144,0.5068162,59.67654
NA18910,0.5935725,15.940856,0.025437096,36.821457,1.9971037,1.3693504,1.8829707,3.3986263,29.434692,1.0746741,2.1780257,39.902683,0.14423713,2.9011378,16.007347,3.2942734,25.490047,11.695474,1.8154051,11.352815,86.6424,34.548443,3.0887764,38.96993,0.0019195302,13.968806,0.20362313,20.86516,3.599384,60.688656,0.034188014,38.76056,13.761796,1.732431,2.4670875,21.480495,23.925308,26.331354,7.62337,22.527798,0.51728255,53.444233
NA18912,0.35229442,19.194565,0.4195053,38.595924,0.0046921205,0.7907882,4.3973966,4.7748733,27.299864,0.5295975,5.885508,56.801662,0.2758992,3.1247818,6.4080076,3.8299131,20.687874,5.813948,2.9841132,11.143091,84.098236,39.5542,3.3857758,22.159079,0.007375549,8.936557,0.29398268,27.81445,4.756556,49.955322,0.22666176,15.835239,15.282405,2.004235,1.9070991,12.998894,22.23589,36.618286,13.799651,27.138918,0.54367924,62.53404
NA18917,0.3272756,16.994944,0.3938659,40.76872,2.418535,1.2046164,4.9841685,3.915189,35.101044,1.7494544,7.4095345,37.44568,0.26636946,2.075175,7.7998953,5.50447,29.302652,13.44395,0.6992453,12.862319,84.99159,38.246,3.5743601,29.206764,0.042119503,13.093965,1.1074679,46.048977,3.0824683,85.230934,0.09893331,24.2323,16.641275,7.471682,2.1537323,29.017326,24.748909,34.770798,15.4332075,32.611534,0.6125845,75.43985
NA18923,0.31963563,22.796436,0.6075271,35.79509,2.7698011,0.4702117,3.3496497,3.1269405,37.077312,1.8712982,4.898457,42.748722,0.39821064,1.3784335,7.0273924,4.134517,30.132547,14.232602,1.3451693,13.899665,68.72877,36.66256,2.6292827,33.696102,0.012643198,15.4835005,1.8057724,36.488674,3.1541195,59.418354,0.07262715,30.522985,14.147058,3.0882597,1.3001626,14.398723,23.637224,30.732069,6.9332933,30.349174,0.35951835,62.743553
NA18934,0.85917634,24.561403,0.13252662,45.170456,1.272984,0.15094356,3.6957028,3.877152,30.774357,1.0312252,14.095927,42.827694,0.46803963,1.9007597,6.9441934,5.4631453,19.02528,15.510544,2.6767623,8.456541,79.31415,21.668568,3.335643,23.068468,0.03191658,13.338845,0.28257507,24.716633,4.22109,74.42904,0.09500038,16.336897,14.358676,0.5485521,1.6801969,17.639997,23.140524,34.888775,8.4383955,23.63532,0.2690571,71.06808
NA19093,0.20388769,22.689074,0.14502011,45.229588,3.5417547,0.6569087,3.9215631,3.2305567,65.044945,-0.47046122,12.920052,41.177883,0.4014175,2.5881855,8.956572,4.0543704,18.935314,13.931045,2.961905,10.857422,80.25365,47.318848,3.4519145,27.395914,0.024235332,10.479816,0.2569263,20.543196,2.2935162,57.353573,0.30508018,29.37051,14.194385,-1.3615748,1.9328083,28.519226,18.047237,22.784115,18.093462,33.66768,0.35540488,76.22854
NA19095,0.5021635,16.265442,0.7426004,40.50372,5.9788957,0.87972724,2.453255,2.892516,47.064465,0.4460034,4.3586435,43.719,0.3859656,1.414806,13.057526,4.905169,25.27334,12.535054,1.472807,11.066087,76.24889,39.955128,4.838963,26.27791,0.01699979,10.911763,0.48815733,24.97626,5.154241,58.66297,0.12202148,33.241413,16.594723,0.3577314,2.2506049,20.262304,24.063627,26.287395,11.828442,29.367426,0.7446114,64.788704
NA19096,0.35576132,14.243627,0.9701195,36.768696,2.04966,0.7593498,3.9899266,2.395433,39.89868,2.0925624,7.3060665,54.195763,0.22930144,2.598397,10.456806,7.6487103,28.465506,10.223385,3.292833,13.304744,81.23829,31.667885,3.6200907,22.882622,0.02612906,13.45552,0.82979846,22.70684,1.3038943,98.20847,0.0331396,14.668758,16.702915,8.366052,2.187644,20.806854,21.785135,-1.2887509,19.53558,30.64516,0.8881057,51.579594
NA19098,0.6094795,19.220873,0.017061612,32.815807,4.926744,0.9578616,3.434619,3.769964,41.56165,0.66622037,2.8747134,41.810474,0.37390256,1.8081183,6.0274944,6.3955917,31.041702,16.867409,1.5989454,10.626788,43.094063,57.14526,3.6415167,28.762526,0.020603726,12.044859,1.0300615,33.819138,2.5040689,56.641556,0.20939688,43.050194,17.20782,7.784275,2.3405676,20.140038,26.89967,34.906853,5.4095745,38.155598,0.34395248,56.42676
NA19099,0.14706002,18.085127,0.7016279,37.504425,3.4272494,2.5118716,3.0399468,4.953552,27.215776,0.547229,3.099571,48.049145,0.6132753,2.292722,12.198112,4.659697,25.377867,13.785463,1.2746011,11.496311,77.54688,53.71496,3.105061,19.845026,0.026845336,13.748377,0.8386828,41.723934,4.2792864,59.92875,0.20466726,27.159153,15.681878,-1.4525403,2.2773826,25.57513,24.323687,23.29434,10.501556,25.737207,0.4215312,68.99049
NA19102,0.39821124,21.768806,0.38943925,39.514507,1.3787864,0.32247576,2.753836,2.8739567,40.677177,0.91487896,7.048783,44.585415,0.44121253,2.0902648,7.567037,5.6904263,28.26553,14.391478,2.004999,11.368471,91.397964,45.169315,2.5340307,31.428095,0.008091312,15.249574,0.63131267,55.917347,4.280454,65.617905,0.10744438,31.631592,16.046055,4.2760634,2.1164794,23.082985,27.448254,38.0162,15.8551235,31.099554,0.09634954,70.53158
NA19107,0.34097114,19.315447,0.43946278,38.63889,4.4545064,1.6080395,4.2848415,2.6606603,37.784637,0.4392694,4.306457,46.700626,0.7678349,1.7973577,5.0503716,4.698467,27.42548,12.380068,2.0092044,11.971884,74.48935,29.70169,3.7234564,20.268646,0.025466472,15.317188,0.23529458,26.645884,2.4434443,69.36826,0.0674508,30.839788,15.930068,8.461755,1.4336166,37.03742,24.917067,26.978977,8.320257,26.962364,0.4731765,55.05739
NA19113,0.32990053,21.234663,0.21960829,40.665546,1.9649696,1.3132337,5.23554,3.1450493,33.500435,0.7581642,12.863857,45.689156,0.35812226,2.5248806,9.012077,4.2904434,31.212915,14.825509,1.9363551,12.695329,102.22858,42.660194,2.6987808,26.51283,0.003061155,13.651091,1.2244247,42.6701,2.5132067,48.76794,0.34263614,17.596832,14.929154,3.9019494,1.9476032,13.267931,26.050583,33.905083,17.992699,26.712933,0.32905352,77.94468
NA19114,0.01475883,22.269474,0.60528725,31.79351,1.1994934,1.2506996,4.333158,5.2283125,35.808285,1.3734758,2.0947318,32.5749,0.37994233,2.5572631,10.860515,3.5454555,25.884867,10.080055,5.523741,12.094426,60.277004,46.09877,3.80919,38.383293,0.010137391,9.271853,1.2921993,66.954056,3.2972353,74.13393,0.3283179,25.048769,14.514513,1.6164819,1.7369747,13.073467,25.443913,32.489887,6.9946327,26.804626,0.9392365,65.75519
NA19116,0.11143836,19.69135,-0.017724572,32.14678,2.2487695,1.6238533,2.5680025,4.7059765,33.339737,0.42352447,6.3623276,40.1271,0.30553395,1.9601353,10.22208,6.86917,15.108772,12.565833,1.8228496,12.746818,65.790306,33.209164,2.7679005,28.431736,0.023201423,15.020151,0.1622283,49.23755,3.6083896,59.35252,0.15531157,17.025558,14.073663,4.442516,2.0087683,26.612595,21.947767,27.35057,13.465258,27.843859,0.7120174,58.408184
NA19119,0.7747399,23.806,0.14999197,35.089535,1.8272253,1.4088473,4.9006143,4.7116385,44.33733,1.4464511,5.867328,40.24493,0.1551712,1.3283569,18.823624,6.5646973,22.268826,13.936456,0.5231766,15.553357,43.714172,32.450512,1.9332656,33.142998,0.035490997,14.41524,0.24890439,25.258934,3.277256,83.06818,0.17496385,30.469862,16.674574,3.8235967,1.8529152,22.079906,28.64849,39.25059,11.530693,33.81826,0.5736203,66.88639
NA19129,0.081963435,18.302782,0.041383937,44.486443,4.9406857,0.21676654,3.1561441,3.0632422,35.66658,-0.54238427,9.431302,44.635124,0.26262948,1.8607705,8.11369,4.267401,29.291391,16.109009,0.9458864,13.847066,89.76859,41.07391,3.996766,24.536186,0.031554736,14.394462,1.0249121,26.63288,1.3150917,54.66478,0.1627062,22.18667,16.351692,2.4233952,1.5661228,24.246305,26.682392,39.743675,17.89178,31.301365,0.6961503,69.12538
NA19130,0.10093222,16.587458,0.06279129,47.784035,9.192881,1.843224,3.5273588,2.9591815,32.715416,1.5757871,9.954606,37.75556,0.20892543,1.4987069,11.202179,5.122629,25.420887,10.293853,0.8410902,13.315986,66.63358,39.45697,2.1642718,19.519194,0.05939489,10.831048,0.27526525,43.90524,2.9873598,71.667336,0.20729701,42.647064,15.57953,2.3317773,1.7102517,28.417093,23.092293,35.072395,4.888047,35.03652,0.22272305,80.08309
NA19131,0.077332325,22.899378,0.26341313,40.307255,3.52078,1.3720787,4.720634,3.4032845,40.53173,2.06721,20.73003,56.908146,0.49020922,2.0297542,38.671757,8.254756,28.041515,9.347358,1.8905227,11.989771,82.11731,42.82131,4.3841977,25.165964,0.018781004,16.955019,1.1339327,30.244259,2.6388009,66.76921,0.22861187,12.317815,15.496116,3.5258925,1.4648101,19.399166,27.269476,29.566938,17.197737,36.534485,0.16775234,67.063614
NA19137,0.21580827,14.669053,0.08967541,31.964073,0.72168183,1.0920581,2.790602,3.0520766,31.125637,0.28535312,4.5846076,39.189575,0.175951,0.89744693,7.682321,5.7315793,23.303091,10.884233,1.0045764,9.080778,42.612396,33.30553,2.4549756,22.466986,0.043041803,11.742249,0.7882118,9.550954,0.6924911,58.830814,0.1771758,13.589747,12.472969,-0.98729664,1.5864122,15.037199,20.18524,18.253906,6.24819,23.363663,0.31918436,56.744846
NA19146,0.19173531,16.02759,0.19938017,40.276165,3.2210183,0.7436743,5.417411,2.5308857,35.106533,1.5025115,4.108264,45.095444,0.42864922,1.9676936,6.7265882,4.7609577,25.22035,12.001378,2.7456274,11.707435,75.97456,36.828842,3.503581,26.61125,0.0153511595,10.483937,0.957452,19.443277,3.491415,61.891872,0.13644998,22.02483,14.527107,10.482106,1.5688212,20.834887,24.23915,32.37708,8.378404,29.055925,0.2619452,61.494205
NA19147,0.33316863,16.314392,0.07445148,36.728153,1.6924199,0.5590489,4.4738584,2.2366557,31.804562,0.7579823,11.351815,50.992134,0.69288594,2.1194744,10.682434,3.538864,27.434513,11.371022,1.6523955,11.97555,77.592995,33.280388,3.8093288,30.98422,0.010360776,8.922659,1.0761019,71.64202,4.256147,67.023766,0.16852088,20.165108,16.211948,0.303582,0.77425814,22.013935,23.875664,38.235638,5.3253675,25.943666,0.30659303,70.37629
NA19150,0.8135094,19.032875,1.5779694,47.358265,4.1441655,0.6890649,4.533843,2.4068472,38.571873,0.69186926,10.824967,50.6204,0.15742405,1.6573081,6.745336,5.0443645,35.185448,18.661633,1.3621676,11.458423,74.04056,30.47929,3.3309367,25.980362,0.025050407,12.670221,0.66914064,26.462748,3.781986,59.423462,0.05012939,23.155483,14.198381,4.6417933,1.9820744,19.985886,23.425253,38.882416,10.034498,30.771944,0.47740623,73.25197
NA19152,0.1760306,19.867132,0.2504825,37.808384,6.5571766,0.7872526,3.8336341,3.0154324,32.04039,1.5071402,13.891387,50.753487,0.49245968,2.1780367,10.089073,5.4890404,23.739115,9.291165,2.6863863,12.532886,69.6017,42.97322,2.792136,26.691814,0.044342104,12.766989,1.6077676,62.21334,3.1994126,83.666626,0.22915395,65.16772,13.797384,4.670843,1.7089814,36.192078,24.36792,52.588497,14.568544,31.442436,0.27539745,68.60779
NA19171,0.11038673,15.878572,0.7206459,36.945984,7.791089,0.93245244,4.1723733,4.308088,41.155598,-0.46235803,6.74099,49.153183,0.12237248,1.6902344,17.584364,5.5500903,30.702972,9.868995,1.516324,12.284122,62.5232,38.24836,2.5449615,33.99391,0.011432656,11.151866,1.2914041,63.513233,1.2463865,58.860535,0.41237316,18.640583,14.065381,3.8724997,1.3298091,22.40716,19.758678,49.58169,16.633799,30.674665,0.47746754,69.12362
NA19185,0.4036377,17.328007,0.19307347,39.40105,1.2238239,1.9302202,2.4411616,2.448375,44.56408,0.45365655,5.13185,38.90471,0.12915792,1.4739366,6.288949,4.998908,22.366293,8.621882,0.9139424,13.272526,90.80249,30.01206,2.3650765,20.651321,0.03202991,12.03535,0.44144514,21.714714,2.50569,112.68738,0.10208187,47.862125,11.729385,2.956744,1.5029299,13.713286,21.806805,28.241018,11.927791,26.445902,0.278406,57.33465
NA19189,0.68072224,15.204831,0.433371,44.736336,4.2988286,0.93333066,2.6457143,4.2690845,42.18595,1.053314,10.154522,67.40709,0.35504374,2.319596,6.7978096,5.3114014,25.551271,11.981299,0.9532492,11.875211,80.46164,44.8127,4.1629467,26.033806,0.0102382805,11.144979,0.5445415,28.646685,4.3800225,65.62003,0.1374629,33.175903,13.168113,3.500787,1.8949564,18.579052,25.709875,35.67386,12.151077,27.200724,0.4147955,68.32559
NA19190,0.17835496,16.324207,0.025477504,40.18179,2.9601312,0.6617334,4.853125,8.553818,35.07401,0.025470475,10.157263,44.86814,0.32509637,1.8779827,6.7808537,6.1132045,24.26717,12.902723,1.7564517,11.101864,52.219097,36.92658,2.8480532,19.689003,0.0059824917,12.8618965,0.47830987,20.080261,4.521809,54.9989,0.061755586,35.057602,18.177809,6.189152,2.1684325,15.916352,24.169456,33.167595,8.140012,30.469713,0.3678031,52.873356
NA19198,0.19625324,18.835917,0.9525937,33.296585,3.4104471,0.647526,4.403518,5.375272,44.784683,0.82800746,10.327564,42.797024,0.44800955,1.6643044,7.857534,5.251887,29.106441,19.248774,-0.17099816,15.380928,74.30392,26.72341,2.2642677,24.176813,0.027973661,13.065772,1.3103614,26.598562,3.0875566,52.835995,0.23345026,16.546785,15.03144,2.5201633,1.5114405,21.652248,26.301716,37.205715,9.996252,30.860516,0.49802843,57.166214
NA19204,0.43779325,20.315037,0.03347002,36.49452,2.4586563,0.3839525,3.9824147,3.4183922,39.15351,0.98286724,4.581131,38.222084,0.17315407,1.6662438,5.496706,5.8642216,27.442274,6.5384946,1.9443103,12.513706,71.72768,32.92199,3.4699092,28.107735,0.007063709,11.386589,0.9167965,37.611496,2.074369,55.4524,0.1330947,13.647661,15.066989,1.2287977,1.6269096,24.918911,21.511402,38.098522,9.847126,30.832684,0.49677637,74.18165
NA19207,0.2729034,25.321507,0.13922402,38.946453,-0.8457739,1.0049763,3.0578177,4.1863594,32.55756,1.0767808,6.2629194,40.264107,0.30955973,2.893267,8.160839,5.128097,26.182371,23.57071,1.5902663,11.770312,48.77223,36.354774,3.871256,25.61839,0.030649519,10.869836,0.8499689,35.588562,4.2428994,51.97839,0.12684624,41.07391,18.44428,5.6413016,1.5174031,17.169641,29.273508,40.685738,7.7098045,30.26361,0.37558487,68.20402
NA19209,0.45754504,16.45776,0.510427,37.378433,6.717074,1.1404479,3.4027956,3.4714618,35.916367,1.379549,9.817209,47.31872,0.19939281,1.8144594,16.317448,6.6503773,30.539894,10.804854,3.7170146,14.228697,82.240036,34.161163,3.3881886,22.627281,0.024569869,16.818657,1.0072532,21.263386,2.7725174,77.0394,0.21522747,26.441736,16.279507,2.2134814,1.9342773,28.848156,23.841024,20.675024,11.670167,29.441856,0.21474752,65.39769
NA19222,0.3256596,17.614302,0.034803722,33.614895,-0.42297187,0.52683127,2.011244,3.3354123,29.691973,-0.42053378,10.080307,28.240648,0.12573777,1.9042853,11.023484,8.768055,27.083132,17.972307,1.2724023,13.5333395,62.62326,48.23882,4.995683,17.710287,0.032702878,12.625204,1.5925493,25.656157,3.5461793,72.67001,0.30413553,45.50489,14.599116,0.031956937,1.6886744,14.159576,25.153402,28.976171,15.120236,29.195648,0.23818396,67.18826
NA19223,0.29160604,19.546944,0.18544437,34.568756,4.382393,1.0701742,3.452541,2.8027508,32.787037,0.7026043,0.9998281,40.585606,0.3601517,1.5313301,5.839921,3.9889114,27.14952,9.763179,1.2623963,9.844458,69.027985,52.395325,3.1643116,19.158213,0.022904243,10.748497,1.7333387,43.193954,2.1526654,55.71972,0.26427466,16.133213,12.324059,8.495889,2.4717839,23.578457,19.047209,15.476885,10.609348,24.803114,0.536182,63.95175
NA19225,0.13973033,22.893036,0.32687217,34.72853,0.9882681,1.2159207,3.9135084,3.2965944,31.662111,0.9300115,7.6428328,46.0081,0.20351912,2.0721254,10.7635,4.8806677,33.34542,15.328767,0.09259599,12.607562,90.133484,30.19077,2.8918335,45.893387,0.05135005,11.651566,1.171399,15.614336,2.6753542,64.2868,0.26263267,8.196254,15.524263,11.982173,1.3879735,18.940567,19.19194,29.582855,7.7021294,25.996447,0.6600518,64.02769
NA19235,0.33857635,16.910936,0.03826286,36.741795,2.5804799,0.6076188,4.1693993,3.5774713,36.63789,1.3876776,7.4213862,35.191666,0.5291917,1.8607117,8.935664,3.2765055,25.579485,15.318266,1.501621,12.822578,59.299427,34.690685,3.1251256,27.056385,0.034065515,13.4182005,2.2680457,36.469868,5.3279357,75.59286,0.26223055,28.956774,13.192299,1.5170859,1.5501466,20.034853,27.931906,32.736313,7.5913806,37.86396,0.56165105,70.12634
NA19236,0.6029464,19.850136,0.80497396,38.49515,-0.57658607,0.8870002,4.2339683,4.4438186,48.24734,0.839672,3.3726273,44.669994,0.43812025,1.3531425,4.2323084,5.557782,27.16177,8.277922,0.14803064,12.693028,90.048904,37.707058,3.9428594,29.949923,0.015782133,11.600491,0.6320587,23.384117,1.3907222,52.50982,-0.0035883314,17.733889,13.475215,4.7288146,1.5667158,26.01428,23.607101,17.874695,11.361167,31.340246,0.7580013,60.460934
NA19247,0.13388543,17.38556,0.28729832,36.718033,2.0044138,0.7608328,5.088539,1.9141372,31.114334,1.2794256,6.502985,35.45515,0.38020167,2.283834,7.196632,3.717645,19.830597,11.733685,1.2495301,10.749821,83.90222,27.266985,3.3528104,22.232447,0.01677255,6.3944654,1.0603769,30.879,3.7746875,55.904617,0.053297125,11.517468,18.176197,2.9534192,1.0924318,17.610506,22.320265,35.065186,8.486172,29.484669,0.25660497,66.60808
NA19256,0.6991968,20.239899,0.06718515,42.68734,2.098706,1.0328343,3.1459153,3.4257512,40.81815,1.7456807,5.1418266,40.97887,0.15115793,1.9323492,4.617012,3.7529101,26.500668,15.525488,2.1843154,14.122581,80.31073,33.900486,3.2578075,11.295867,-0.0038625377,13.206827,0.49313125,31.015862,3.6223326,63.560104,0.06278634,20.7209,17.298347,0.7149274,2.395534,18.215725,24.908964,56.51607,11.516578,34.605602,0.24728017,67.39025
NA20502,0.25663266,22.471924,0.17674303,42.460804,2.6453843,1.3912592,2.834332,3.9314103,36.206596,0.92490095,12.208031,49.86831,0.37130445,2.4467614,6.8753033,5.8645897,33.421947,12.174063,1.4039942,14.149295,83.21922,24.824501,3.9905717,15.818507,0.044128537,13.88245,-0.110551044,28.50228,3.1760342,61.3383,0.017835105,13.305165,13.224629,-0.15258035,1.8688753,22.882656,28.282082,57.6686,8.695741,43.20656,0.47843307,71.16637
NA20505,0.22972591,14.474777,0.061352737,40.146767,4.4477158,1.4281278,4.009122,3.0918045,32.030376,0.76117086,3.2775404,40.971176,0.44846928,2.096377,5.850334,5.7366343,19.612783,9.18503,1.3256539,9.940464,69.28686,22.172806,3.6300998,27.735744,0.012869008,13.7806635,0.6180777,74.03273,2.9447668,52.673782,0.19659369,21.16025,13.440621,14.214464,1.708972,16.067514,19.53007,34.3238,9.494633,32.8068,0.65568703,65.14202
NA20506,0.26511073,16.408215,0.13689573,32.326275,10.161788,1.1445744,1.7823433,5.398295,35.988094,0.3846621,5.6053596,45.618073,0.6571859,1.3480548,10.2115755,6.4838715,33.11313,7.996318,0.4973227,12.1688595,66.2528,27.712326,2.758304,29.258574,0.032785185,11.053993,0.876248,20.67887,2.8097653,71.874146,0.054097686,24.348803,18.26916,0.45268953,1.5680672,18.335815,24.09143,53.778015,8.688989,34.67824,0.5720611,61.72977
NA20507,0.20692764,19.956415,0.38501,40.658104,2.319823,0.8625379,6.687909,3.677323,34.698147,0.20415424,5.4620442,34.14189,0.2126458,2.5691154,6.295109,5.4684167,29.84738,12.627684,1.8910145,11.045208,67.95969,44.082397,1.9246787,19.136644,0.013317675,13.758005,0.8789914,24.375872,1.3163725,52.21051,0.12351997,38.730274,14.88106,0.8999498,2.0621197,14.858811,22.859444,42.437668,8.065769,32.03943,0.64949155,56.48263
NA20508,0.4219607,18.544895,0.09798188,36.461765,2.6032238,1.0500485,2.2778087,3.3863606,33.576084,1.0648563,3.183928,41.323635,0.28223577,1.523363,6.7558446,4.652559,27.284918,11.486657,1.0894904,13.864891,66.60222,37.018234,3.5820692,37.280426,0.037151758,12.281774,1.948741,35.983295,1.5678068,59.557762,0.194928,24.840754,15.173326,-0.82916975,2.2577102,18.029715,23.607788,25.964766,7.120634,29.361021,0.67211,74.79354
